"Country","Year","Value","Destination"
"KWT",2004,36008.43,"ppp ph17"
"KGZ",2004,1682.51,"ppp ph17"
"LAO",2004,1556.89,"ppp ph17"
"LVA",2004,11698.82,"ppp ph17"
"LBN",2004,9800.86,"ppp ph17"
"LSO",2004,1248.94,"ppp ph17"
"LBR",2004,437.83,"ppp ph17"
"LBY",2004,10973.55,"ppp ph17"
"LTU",2004,12682.55,"ppp ph17"
"MDV",2004,5759.68,"ppp ph17"
"NGA",2004,1773.3,"ppp ph17"
"ROU",2004,8769.01,"ppp ph17"
"LUX",2004,65623.22,"ppp ph17"
"MKD",2004,7049.85,"ppp ph17"
"MDG",2004,795.42,"ppp ph17"
"MWI",2004,606.48,"ppp ph17"
"MYS",2004,10717.9,"ppp ph17"
"MLI",2004,853.58,"ppp ph17"
"MLT",2004,20145.91,"ppp ph17"
"MHL",2004,7042.25,"ppp ph17"
"MRT",2004,1549.88,"ppp ph17"
"MUS",2004,10162.39,"ppp ph17"
"MEX",2004,11959.08,"ppp ph17"
"FSM",2004,5860.97,"ppp ph17"
"MDA",2004,2125.65,"ppp ph17"
"MNG",2004,2644.32,"ppp ph17"
"MNE",2004,7369.16,"ppp ph17"
"MAR",2004,3415.01,"ppp ph17"
"MOZ",2004,663.57,"ppp ph17"
"MMR",2004,739.58,"ppp ph17"
"NAM",2004,5168.87,"ppp ph17"
"NPL",2004,904.61,"ppp ph17"
"NLD",2004,33110.4,"ppp ph17"
"NZL",2004,24008.43,"ppp ph17"
"NIC",2004,3111.6,"ppp ph17"
"NER",2004,570.29,"ppp ph17"
"NOR",2004,45380.26,"ppp ph17"
"OMN",2004,18143.41,"ppp ph17"
"PAK",2004,2083.11,"ppp ph17"
"PAN",2004,7727.77,"ppp ph17"
"PNG",2004,1841.84,"ppp ph17"
"PRY",2004,4318.11,"ppp ph17"
"PER",2004,5998.05,"ppp ph17"
"PHL",2004,2904.9,"ppp ph17"
"POL",2004,12697.68,"ppp ph17"
"PRT",2004,20082.62,"ppp ph17"
"QAT",2004,67766.68,"ppp ph17"
"RUS",2004,10719.45,"ppp ph17"
"SEN",2004,1581.56,"ppp ph17"
"SDN",2004,1627.74,"ppp ph17"
"RWA",2004,758.6,"ppp ph17"
"WSM",2004,4689.91,"ppp ph17"
"SMR",2004,NA,"ppp ph17"
"STP",2004,1354.57,"ppp ph17"
"SAU",2004,20113.9,"ppp ph17"
"SRB",2004,7597.81,"ppp ph17"
"SYC",2004,16366.85,"ppp ph17"
"SLE",2004,802.09,"ppp ph17"
"SGP",2004,40330.02,"ppp ph17"
"SVK",2004,14642.43,"ppp ph17"
"SVN",2004,21842.68,"ppp ph17"
"SLB",2004,2206.55,"ppp ph17"
"ZAF",2004,7999.87,"ppp ph17"
"SSD",2004,NA,"ppp ph17"
"ESP",2004,26023.06,"ppp ph17"
"LKA",2004,3262.87,"ppp ph17"
"KNA",2004,15023.09,"ppp ph17"
"LCA",2004,9339.54,"ppp ph17"
"VCT",2004,9402.85,"ppp ph17"
"SUR",2004,7900.42,"ppp ph17"
"SWZ",2004,4183.83,"ppp ph17"
"SWE",2004,31339.32,"ppp ph17"
"CHE",2004,35432.54,"ppp ph17"
"SYR",2004,3840.99,"ppp ph17"
"TWN",2004,24942.06,"ppp ph17"
"TJK",2004,1297,"ppp ph17"
"TZA",2004,970.5,"ppp ph17"
"THA",2004,6668.6,"ppp ph17"
"TLS",2004,4336.43,"ppp ph17"
"TGO",2004,797.6,"ppp ph17"
"TON",2004,6438.16,"ppp ph17"
"TTO",2004,15484.08,"ppp ph17"
"TUN",2004,6652.88,"ppp ph17"
"TUR",2004,9725.4,"ppp ph17"
"TKM",2004,3658.05,"ppp ph17"
"TUV",2004,2776.12,"ppp ph17"
"UGA",2004,963.27,"ppp ph17"
"UKR",2004,5244.36,"ppp ph17"
"ARE",2004,44088.54,"ppp ph17"
"GBR",2004,30591.87,"ppp ph17"
"USA",2004,40401.19,"ppp ph17"
"URY",2004,8762.08,"ppp ph17"
"UZB",2004,1790.7,"ppp ph17"
"VUT",2004,3600.55,"ppp ph17"
"VEN",2004,8898.53,"ppp ph17"
"VNM",2004,1949.43,"ppp ph17"
"YEM",2004,2109.27,"ppp ph17"
"ZMB",2004,1084.08,"ppp ph17"
"ZWE",2004,314.47,"ppp ph17"
"AFG",2005,591.4,"ppp ph17"
"ALB",2005,5376.02,"ppp ph17"
"DZA",2005,6068,"ppp ph17"
"AGO",2005,3328.61,"ppp ph17"
"ATG",2005,16597.34,"ppp ph17"
"ARG",2005,11051,"ppp ph17"
"ARM",2005,3903.49,"ppp ph17"
"AUS",2005,33606.91,"ppp ph17"
"KWT",2005,36955.6,"ppp ph17"
"KGZ",2005,1712.51,"ppp ph17"
"LAO",2005,1683.65,"ppp ph17"
"LVA",2005,13426.03,"ppp ph17"
"LBN",2005,10170.13,"ppp ph17"
"LSO",2005,1330.27,"ppp ph17"
"LBR",2005,446.65,"ppp ph17"
"LBY",2005,12366.18,"ppp ph17"
"LTU",2005,14285.53,"ppp ph17"
"MDV",2005,5317.09,"ppp ph17"
"NGA",2005,1795.5,"ppp ph17"
"ROU",2005,9409.56,"ppp ph17"
"LUX",2005,70461.74,"ppp ph17"
"MKD",2005,7599.82,"ppp ph17"
"MDG",2005,833.41,"ppp ph17"
"MWI",2005,605.55,"ppp ph17"
"MYS",2005,11840.26,"ppp ph17"
"MLI",2005,914.72,"ppp ph17"
"MLT",2005,21280.57,"ppp ph17"
"MHL",2005,7286.5,"ppp ph17"
"MRT",2005,1637.86,"ppp ph17"
"MUS",2005,10488.78,"ppp ph17"
"MEX",2005,12483.06,"ppp ph17"
"FSM",2005,6068.23,"ppp ph17"
"MDA",2005,2358.52,"ppp ph17"
"MNG",2005,2861.31,"ppp ph17"
"MNE",2005,7959.53,"ppp ph17"
"MAR",2005,3585.14,"ppp ph17"
"MOZ",2005,711.28,"ppp ph17"
"MMR",2005,859.21,"ppp ph17"
"NAM",2005,5532.24,"ppp ph17"
"NPL",2005,969.13,"ppp ph17"
"NLD",2005,35020.99,"ppp ph17"
"NZL",2005,25081.86,"ppp ph17"
"NIC",2005,3255.99,"ppp ph17"
"NER",2005,612.85,"ppp ph17"
"NOR",2005,47841.79,"ppp ph17"
"OMN",2005,19548.42,"ppp ph17"
"PAK",2005,2231.04,"ppp ph17"
"PAN",2005,8354.01,"ppp ph17"
"PNG",2005,1770.91,"ppp ph17"
"PRY",2005,4642.96,"ppp ph17"
"PER",2005,6474.69,"ppp ph17"
"PHL",2005,3061.01,"ppp ph17"
"POL",2005,13568.36,"ppp ph17"
"PRT",2005,20711.51,"ppp ph17"
"QAT",2005,66510.01,"ppp ph17"
"RUS",2005,11799.24,"ppp ph17"
"SEN",2005,1678.69,"ppp ph17"
"SDN",2005,1699.92,"ppp ph17"
"RWA",2005,855.68,"ppp ph17"
"WSM",2005,5128.86,"ppp ph17"
"SMR",2005,NA,"ppp ph17"
"STP",2005,1534.1,"ppp ph17"
"SAU",2005,21903.08,"ppp ph17"
"SRB",2005,8315.21,"ppp ph17"
"SYC",2005,18014.76,"ppp ph17"
"SLE",2005,857.76,"ppp ph17"
"SGP",2005,43975.7,"ppp ph17"
"SVK",2005,16060.22,"ppp ph17"
"SVN",2005,23434.19,"ppp ph17"
"SLB",2005,2452.04,"ppp ph17"
"ZAF",2005,8653.7,"ppp ph17"
"SSD",2005,NA,"ppp ph17"
"ESP",2005,27295.66,"ppp ph17"
"LKA",2005,3554.62,"ppp ph17"
"KNA",2005,15206.36,"ppp ph17"
"LCA",2005,9996.31,"ppp ph17"
"VCT",2005,9879.29,"ppp ph17"
"SUR",2005,8655.69,"ppp ph17"
"SWZ",2005,4411.17,"ppp ph17"
"SWE",2005,33077.57,"ppp ph17"
"CHE",2005,37106.57,"ppp ph17"
"SYR",2005,3998.8,"ppp ph17"
"TWN",2005,26657.33,"ppp ph17"
"TJK",2005,1397.97,"ppp ph17"
"TZA",2005,1039.22,"ppp ph17"
"THA",2005,7132.49,"ppp ph17"
"TLS",2005,5438.29,"ppp ph17"
"TGO",2005,864.9,"ppp ph17"
"TON",2005,6809.36,"ppp ph17"
"TTO",2005,15554.31,"ppp ph17"
"TUN",2005,7182.35,"ppp ph17"
"TUR",2005,10899.37,"ppp ph17"
"TKM",2005,4050.96,"ppp ph17"
"TUV",2005,2725.21,"ppp ph17"
"UGA",2005,971.31,"ppp ph17"
"UKR",2005,5583.95,"ppp ph17"
"ARE",2005,44477.19,"ppp ph17"
"GBR",2005,32306.4,"ppp ph17"
"USA",2005,42628.55,"ppp ph17"
"URY",2005,9694.79,"ppp ph17"
"UZB",2005,1952.02,"ppp ph17"
"VUT",2005,3759.07,"ppp ph17"
"VEN",2005,9973.18,"ppp ph17"
"VNM",2005,2142.71,"ppp ph17"
"YEM",2005,2203.04,"ppp ph17"
"ZMB",2005,1130.4,"ppp ph17"
"ZWE",2005,477.57,"ppp ph17"
"AFG",2006,620.23,"ppp ph17"
"ALB",2006,5842.31,"ppp ph17"
"DZA",2006,6275.82,"ppp ph17"
"AGO",2006,4034.31,"ppp ph17"
"ATG",2006,19066.18,"ppp ph17"
"ARG",2006,12235.71,"ppp ph17"
"ARM",2006,4556.36,"ppp ph17"
"AUS",2006,35122.47,"ppp ph17"
"AUT",2006,36335.42,"ppp ph17"
"AZE",2006,6229.7,"ppp ph17"
"BHS",2006,30561.61,"ppp ph17"
"BHR",2006,29924.78,"ppp ph17"
"BDI",2006,501.66,"ppp ph17"
"BGD",2006,1357.86,"ppp ph17"
"BRB",2006,23357.25,"ppp ph17"
"BLR",2006,9759.78,"ppp ph17"
"BEL",2006,34039.93,"ppp ph17"
"BLZ",2006,7732.57,"ppp ph17"
"BEN",2006,1424.36,"ppp ph17"
"BTN",2006,3751.14,"ppp ph17"
"BOL",2006,3881.8,"ppp ph17"
"BIH",2006,6610.84,"ppp ph17"
"COM",2007,1169.44,"ppp ph17"
"COD",2007,293.96,"ppp ph17"
"COG",2007,3740.62,"ppp ph17"
"CRI",2007,10465.55,"ppp ph17"
"CIV",2007,1618.99,"ppp ph17"
"HRV",2007,17888.23,"ppp ph17"
"CYP",2007,27713.03,"ppp ph17"
"CZE",2007,25293.78,"ppp ph17"
"DNK",2007,37162.39,"ppp ph17"
"DJI",2007,2246.25,"ppp ph17"
"DMA",2007,11794.08,"ppp ph17"
"DOM",2007,7625.27,"ppp ph17"
"ECU",2007,7927.16,"ppp ph17"
"EGY",2007,5504.81,"ppp ph17"
"SLV",2007,6787.03,"ppp ph17"
"GNQ",2007,24061.55,"ppp ph17"
"ERI",2007,749.07,"ppp ph17"
"EST",2007,20971.23,"ppp ph17"
"ETH",2007,805.08,"ppp ph17"
"FJI",2007,4387.03,"ppp ph17"
"FIN",2007,35283.92,"ppp ph17"
"KEN",2007,1592.98,"ppp ph17"
"FRA",2007,33553.73,"ppp ph17"
"GAB",2007,13757.85,"ppp ph17"
"GMB",2007,1650.31,"ppp ph17"
"GEO",2007,4677.08,"ppp ph17"
"DEU",2007,34566.43,"ppp ph17"
"GHA",2007,2316.29,"ppp ph17"
"GRC",2007,28709.55,"ppp ph17"
"GRD",2007,13664.09,"ppp ph17"
"GTM",2007,4732.41,"ppp ph17"
"GIN",2007,1011.49,"ppp ph17"
"GNB",2007,1093.23,"ppp ph17"
"GUY",2007,6191.2,"ppp ph17"
"HTI",2007,1164.64,"ppp ph17"
"HND",2007,4162.97,"ppp ph17"
"HKG",2007,43313.73,"ppp ph17"
"HUN",2007,18806.74,"ppp ph17"
"ISL",2007,39753.57,"ppp ph17"
"IND",2007,2716.82,"ppp ph17"
"BWA",2006,13471.55,"ppp ph17"
"BRA",2006,9047.41,"ppp ph17"
"BRN",2006,51939.64,"ppp ph17"
"BGR",2006,10986.32,"ppp ph17"
"BFA",2006,1079.8,"ppp ph17"
"KHM",2006,1626.34,"ppp ph17"
"CMR",2006,2025.07,"ppp ph17"
"CAN",2006,37862.46,"ppp ph17"
"CPV",2006,2915.07,"ppp ph17"
"CAF",2006,691.07,"ppp ph17"
"TCD",2006,1662.72,"ppp ph17"
"CHL",2006,13742,"ppp ph17"
"CHN",2006,4746.79,"ppp ph17"
"COL",2006,7987.88,"ppp ph17"
"COM",2006,1154.66,"ppp ph17"
"COD",2006,276.92,"ppp ph17"
"COG",2006,3800.7,"ppp ph17"
"CRI",2006,9615.9,"ppp ph17"
"CIV",2006,1595.25,"ppp ph17"
"HRV",2006,16531.64,"ppp ph17"
"CYP",2006,26251.9,"ppp ph17"
"CZE",2006,23329.2,"ppp ph17"
"DNK",2006,35680.2,"ppp ph17"
"DJI",2006,2135.56,"ppp ph17"
"DMA",2006,11019.49,"ppp ph17"
"DOM",2006,6954.66,"ppp ph17"
"ECU",2006,7651.01,"ppp ph17"
"EGY",2006,5156.67,"ppp ph17"
"SLV",2006,6383.15,"ppp ph17"
"GNQ",2006,20274.79,"ppp ph17"
"ERI",2006,741.97,"ppp ph17"
"EST",2006,18927.35,"ppp ph17"
"ETH",2006,715.72,"ppp ph17"
"FJI",2006,4337.01,"ppp ph17"
"FIN",2006,32697.44,"ppp ph17"
"KEN",2006,1490.4,"ppp ph17"
"FRA",2006,32083.2,"ppp ph17"
"GAB",2006,13030.39,"ppp ph17"
"GMB",2006,1591.69,"ppp ph17"
"GEO",2006,4039.94,"ppp ph17"
"DEU",2006,32450.06,"ppp ph17"
"GHA",2006,2168.44,"ppp ph17"
"GRC",2006,27007.89,"ppp ph17"
"GRD",2006,12552.8,"ppp ph17"
"GTM",2006,4434.15,"ppp ph17"
"GIN",2006,986.84,"ppp ph17"
"GNB",2006,1050.61,"ppp ph17"
"GUY",2006,5638.81,"ppp ph17"
"HTI",2006,1113.38,"ppp ph17"
"HND",2006,3889.27,"ppp ph17"
"HKG",2006,39731.75,"ppp ph17"
"HUN",2006,18233.67,"ppp ph17"
"ISL",2006,37126.83,"ppp ph17"
"IND",2006,2432.58,"ppp ph17"
"IDN",2006,3420.05,"ppp ph17"
"IRN",2006,10651.14,"ppp ph17"
"IRQ",2006,5209.9,"ppp ph17"
"IRL",2006,40976.69,"ppp ph17"
"ISR",2006,26099.26,"ppp ph17"
"ITA",2006,29477.76,"ppp ph17"
"JAM",2006,8607.44,"ppp ph17"
"JPN",2006,31937.47,"ppp ph17"
"JOR",2006,4677.51,"ppp ph17"
"KAZ",2006,9893.87,"ppp ph17"
"KIR",2006,5855.81,"ppp ph17"
"KOR",2006,24617.79,"ppp ph17"
"UVK",2006,NA,"ppp ph17"
"KWT",2006,38547.49,"ppp ph17"
"KGZ",2006,1802.37,"ppp ph17"
"LAO",2006,1859.78,"ppp ph17"
"LVA",2006,15556.92,"ppp ph17"
"LBN",2006,10630.97,"ppp ph17"
"LSO",2006,1438.25,"ppp ph17"
"LBR",2006,483.11,"ppp ph17"
"LBY",2006,13309.49,"ppp ph17"
"LTU",2006,15993.33,"ppp ph17"
"MDV",2006,6449.28,"ppp ph17"
"NGA",2006,1915.89,"ppp ph17"
"ROU",2006,10495.05,"ppp ph17"
"LUX",2006,75165.16,"ppp ph17"
"MKD",2006,8223.7,"ppp ph17"
"MDG",2006,879.2,"ppp ph17"
"MWI",2006,620.37,"ppp ph17"
"MYS",2006,12734.9,"ppp ph17"
"MLI",2006,963.45,"ppp ph17"
"MLT",2006,22404.91,"ppp ph17"
"MHL",2006,7618.73,"ppp ph17"
"MRT",2006,1835.06,"ppp ph17"
"MUS",2006,11231.11,"ppp ph17"
"MEX",2006,13367.75,"ppp ph17"
"FSM",2006,6286.38,"ppp ph17"
"MDA",2006,2558.69,"ppp ph17"
"MNG",2006,3168.2,"ppp ph17"
"MNE",2006,8909.59,"ppp ph17"
"MAR",2006,3944.52,"ppp ph17"
"MOZ",2006,782.36,"ppp ph17"
"MMR",2006,983.19,"ppp ph17"
"NAM",2006,6007.48,"ppp ph17"
"NPL",2006,997.58,"ppp ph17"
"NLD",2006,37320.25,"ppp ph17"
"NZL",2006,26360.35,"ppp ph17"
"NIC",2006,3493.9,"ppp ph17"
"NER",2006,646.35,"ppp ph17"
"NOR",2006,50084.6,"ppp ph17"
"OMN",2006,20879.32,"ppp ph17"
"PAK",2006,2392.58,"ppp ph17"
"PAN",2006,9200.43,"ppp ph17"
"PNG",2006,1826.98,"ppp ph17"
"PRY",2006,4924.89,"ppp ph17"
"PER",2006,7091.57,"ppp ph17"
"PHL",2006,3260.21,"ppp ph17"
"POL",2006,14885.61,"ppp ph17"
"PRT",2006,21607.64,"ppp ph17"
"QAT",2006,73881.47,"ppp ph17"
"RUS",2006,13228.84,"ppp ph17"
"SEN",2006,1727.96,"ppp ph17"
"SDN",2006,1862.83,"ppp ph17"
"RWA",2006,947.77,"ppp ph17"
"WSM",2006,5388.16,"ppp ph17"
"SMR",2006,NA,"ppp ph17"
"STP",2006,1756.86,"ppp ph17"
"SAU",2006,23087.97,"ppp ph17"
"SRB",2006,8927.95,"ppp ph17"
"SYC",2006,19925.72,"ppp ph17"
"SLE",2006,895.39,"ppp ph17"
"SGP",2006,47299.45,"ppp ph17"
"SVK",2006,17930.2,"ppp ph17"
"SVN",2006,25532.78,"ppp ph17"
"SLB",2006,2571.97,"ppp ph17"
"ZAF",2006,9333.84,"ppp ph17"
"SSD",2006,NA,"ppp ph17"
"ESP",2006,28879.95,"ppp ph17"
"LKA",2006,3920.1,"ppp ph17"
"KNA",2006,16106.48,"ppp ph17"
"LCA",2006,11182.81,"ppp ph17"
"VCT",2006,10763.58,"ppp ph17"
"SUR",2006,9343.59,"ppp ph17"
"SWZ",2006,4632.73,"ppp ph17"
"SWE",2006,35444.65,"ppp ph17"
"CHE",2006,39508.21,"ppp ph17"
"SYR",2006,4231.26,"ppp ph17"
"TWN",2006,28880.33,"ppp ph17"
"TJK",2006,1512.79,"ppp ph17"
"TZA",2006,1113.75,"ppp ph17"
"THA",2006,7687.37,"ppp ph17"
"TLS",2006,5307.84,"ppp ph17"
"TGO",2006,906.1,"ppp ph17"
"TON",2006,6684.82,"ppp ph17"
"TTO",2006,18129.4,"ppp ph17"
"TUN",2006,7757.17,"ppp ph17"
"TUR",2006,11883.5,"ppp ph17"
"TKM",2006,4567.41,"ppp ph17"
"TUV",2006,2689.4,"ppp ph17"
"UGA",2006,1062.82,"ppp ph17"
"UKR",2006,6237.47,"ppp ph17"
"ARE",2006,48522.03,"ppp ph17"
"GBR",2006,34020.54,"ppp ph17"
"USA",2006,44750.28,"ppp ph17"
"URY",2006,10390.76,"ppp ph17"
"UZB",2006,2137.82,"ppp ph17"
"VUT",2006,4114.79,"ppp ph17"
"VEN",2006,11161.99,"ppp ph17"
"VNM",2006,2364.1,"ppp ph17"
"YEM",2006,2276.07,"ppp ph17"
"ZMB",2006,1210.59,"ppp ph17"
"ZWE",2006,476.66,"ppp ph17"
"AFG",2007,707.04,"ppp ph17"
"ALB",2007,6337.28,"ppp ph17"
"DZA",2007,6577.5,"ppp ph17"
"AGO",2007,4954.19,"ppp ph17"
"ATG",2007,20754.09,"ppp ph17"
"ARG",2007,13527.46,"ppp ph17"
"ARM",2007,5324.27,"ppp ph17"
"AUS",2007,37222.02,"ppp ph17"
"AUT",2007,38621.17,"ppp ph17"
"AZE",2007,7908.59,"ppp ph17"
"BHS",2007,31522.62,"ppp ph17"
"BHR",2007,32720.26,"ppp ph17"
"BDI",2007,530.32,"ppp ph17"
"BGD",2007,1468.81,"ppp ph17"
"BRB",2007,24372.55,"ppp ph17"
"BLR",2007,10938.44,"ppp ph17"
"BEL",2007,35788.38,"ppp ph17"
"BLZ",2007,7681.78,"ppp ph17"
"BEN",2007,1487.97,"ppp ph17"
"BTN",2007,4460.03,"ppp ph17"
"BOL",2007,4091.64,"ppp ph17"
"BIH",2007,7224.53,"ppp ph17"
"BWA",2007,14343.67,"ppp ph17"
"BRA",2007,9781.28,"ppp ph17"
"BRN",2007,52733.15,"ppp ph17"
"BGR",2007,12095.57,"ppp ph17"
"BFA",2007,1122.97,"ppp ph17"
"KHM",2007,1823.75,"ppp ph17"
"CMR",2007,2084.64,"ppp ph17"
"CAN",2007,39352.19,"ppp ph17"
"CPV",2007,3212.32,"ppp ph17"
"CAF",2007,729.31,"ppp ph17"
"TCD",2007,1672.27,"ppp ph17"
"CHL",2007,14728.72,"ppp ph17"
"CHN",2007,5547.54,"ppp ph17"
"COL",2007,8682.7,"ppp ph17"
"IDN",2007,3689.96,"ppp ph17"
"IRN",2007,11530.1,"ppp ph17"
"IRQ",2007,5281.75,"ppp ph17"
"IRL",2007,43009.6,"ppp ph17"
"ISR",2007,27828.06,"ppp ph17"
"ITA",2007,30645.58,"ppp ph17"
"JAM",2007,8940.83,"ppp ph17"
"JPN",2007,33549.83,"ppp ph17"
"JOR",2007,5094.85,"ppp ph17"
"KAZ",2007,10959.16,"ppp ph17"
"KIR",2007,5943.99,"ppp ph17"
"KOR",2007,26501.67,"ppp ph17"
"UVK",2007,NA,"ppp ph17"
"KWT",2007,39363.43,"ppp ph17"
"KGZ",2007,1997.27,"ppp ph17"
"LAO",2007,2032.58,"ppp ph17"
"LVA",2007,17696.36,"ppp ph17"
"LBN",2007,11858.34,"ppp ph17"
"LSO",2007,1547.91,"ppp ph17"
"LBR",2007,536.85,"ppp ph17"
"LBY",2007,14253.1,"ppp ph17"
"LTU",2007,18168.65,"ppp ph17"
"MDV",2007,7194.96,"ppp ph17"
"NGA",2007,2052.49,"ppp ph17"
"ROU",2007,11494.49,"ppp ph17"
"LUX",2007,81104.07,"ppp ph17"
"MKD",2007,8960.98,"ppp ph17"
"MDG",2007,935.57,"ppp ph17"
"MWI",2007,679.75,"ppp ph17"
"MYS",2007,13748.18,"ppp ph17"
"MLI",2007,1002.45,"ppp ph17"
"MLT",2007,23829.02,"ppp ph17"
"MHL",2007,8041.21,"ppp ph17"
"MRT",2007,1858.33,"ppp ph17"
"MUS",2007,12118.3,"ppp ph17"
"MEX",2007,13972.09,"ppp ph17"
"FSM",2007,6368.44,"ppp ph17"
"MDA",2007,2718.54,"ppp ph17"
"MNG",2007,3544.2,"ppp ph17"
"MNE",2007,9930.21,"ppp ph17"
"MAR",2007,4123.51,"ppp ph17"
"MOZ",2007,846.76,"ppp ph17"
"MMR",2007,1110.71,"ppp ph17"
"NAM",2007,6398.78,"ppp ph17"
"NPL",2007,1041.33,"ppp ph17"
"NLD",2007,39821.03,"ppp ph17"
"NZL",2007,27784.74,"ppp ph17"
"NIC",2007,3747.6,"ppp ph17"
"NER",2007,645.97,"ppp ph17"
"NOR",2007,52346.93,"ppp ph17"
"OMN",2007,22457.75,"ppp ph17"
"PAK",2007,2583.23,"ppp ph17"
"PAN",2007,10426.46,"ppp ph17"
"PNG",2007,1968.41,"ppp ph17"
"PRY",2007,5237.79,"ppp ph17"
"PER",2007,7783.72,"ppp ph17"
"PHL",2007,3506.62,"ppp ph17"
"POL",2007,16370.39,"ppp ph17"
"PRT",2007,22697.15,"ppp ph17"
"QAT",2007,76204.34,"ppp ph17"
"RUS",2007,14815.9,"ppp ph17"
"SEN",2007,1816.62,"ppp ph17"
"SDN",2007,2027,"ppp ph17"
"RWA",2007,1007.92,"ppp ph17"
"WSM",2007,5621.58,"ppp ph17"
"SMR",2007,NA,"ppp ph17"
"STP",2007,1815.9,"ppp ph17"
"SAU",2007,24354.61,"ppp ph17"
"SRB",2007,9722.43,"ppp ph17"
"SYC",2007,22459.31,"ppp ph17"
"SLE",2007,967.45,"ppp ph17"
"SGP",2007,50311.92,"ppp ph17"
"SVK",2007,20378.27,"ppp ph17"
"SVN",2007,28004.19,"ppp ph17"
"SLB",2007,2751.11,"ppp ph17"
"ZAF",2007,9933.76,"ppp ph17"
"SSD",2007,NA,"ppp ph17"
"ESP",2007,30199.95,"ppp ph17"
"LKA",2007,4274.46,"ppp ph17"
"KNA",2007,17036.58,"ppp ph17"
"LCA",2007,11631.47,"ppp ph17"
"VCT",2007,11359.69,"ppp ph17"
"SUR",2007,9991.74,"ppp ph17"
"SWZ",2007,5369.31,"ppp ph17"
"SWE",2007,37440.03,"ppp ph17"
"CHE",2007,41936.89,"ppp ph17"
"SYR",2007,4489.65,"ppp ph17"
"TWN",2007,31384.05,"ppp ph17"
"TJK",2007,1642.78,"ppp ph17"
"TZA",2007,1193.76,"ppp ph17"
"THA",2007,8281.83,"ppp ph17"
"TLS",2007,5951.54,"ppp ph17"
"TGO",2007,930.22,"ppp ph17"
"TON",2007,6687.03,"ppp ph17"
"TTO",2007,19463.71,"ppp ph17"
"TUN",2007,8401.27,"ppp ph17"
"TUR",2007,12649.72,"ppp ph17"
"TKM",2007,5137.41,"ppp ph17"
"TUV",2007,2963.01,"ppp ph17"
"UGA",2007,1149.18,"ppp ph17"
"UKR",2007,6948.39,"ppp ph17"
"ARE",2007,50130.14,"ppp ph17"
"GBR",2007,36040.61,"ppp ph17"
"USA",2007,46467.46,"ppp ph17"
"URY",2007,11359.33,"ppp ph17"
"UZB",2007,2372.65,"ppp ph17"
"VUT",2007,4353.72,"ppp ph17"
"VEN",2007,12286.02,"ppp ph17"
"VNM",2007,2607.46,"ppp ph17"
"YEM",2007,2347.82,"ppp ph17"
"ZMB",2007,1291.18,"ppp ph17"
"ZWE",2007,471.18,"ppp ph17"
"AFG",2008,723.57,"ppp ph17"
"ALB",2008,6920.89,"ppp ph17"
"DZA",2008,6755.1,"ppp ph17"
"AGO",2008,5614.73,"ppp ph17"
"ATG",2008,21294.61,"ppp ph17"
"ARG",2008,14597.13,"ppp ph17"
"ARM",2008,5806.62,"ppp ph17"
"AUS",2008,38322.95,"ppp ph17"
"AUT",2008,39873.76,"ppp ph17"
"AZE",2008,8840.97,"ppp ph17"
"BHS",2008,31106.22,"ppp ph17"
"BHR",2008,34858.62,"ppp ph17"
"BDI",2008,556.1,"ppp ph17"
"BGD",2008,1574.22,"ppp ph17"
"BRB",2008,24945.01,"ppp ph17"
"BLR",2008,12554.93,"ppp ph17"
"BEL",2008,36657.39,"ppp ph17"
"BLZ",2008,7961.17,"ppp ph17"
"BEN",2008,1550.77,"ppp ph17"
"BTN",2008,4684.85,"ppp ph17"
"BOL",2008,4350.94,"ppp ph17"
"BIH",2008,7807.95,"ppp ph17"
"BWA",2008,14920.26,"ppp ph17"
"BRA",2008,10419.48,"ppp ph17"
"BRN",2008,52153.27,"ppp ph17"
"BGR",2008,13187.38,"ppp ph17"
"BFA",2008,1179.04,"ppp ph17"
"KHM",2008,1956.41,"ppp ph17"
"CMR",2008,2148.02,"ppp ph17"
"CAN",2008,40198.03,"ppp ph17"
"CPV",2008,3438.43,"ppp ph17"
"CAF",2008,745.88,"ppp ph17"
"TCD",2008,1695.22,"ppp ph17"
"CHL",2008,15363.2,"ppp ph17"
"CHN",2008,6185.42,"ppp ph17"
"COL",2008,9081.68,"ppp ph17"
"COM",2008,1182.21,"ppp ph17"
"COD",2008,309.69,"ppp ph17"
"COG",2008,3922.88,"ppp ph17"
"CRI",2008,10771.54,"ppp ph17"
"CIV",2008,1644.12,"ppp ph17"
"HRV",2008,18674.42,"ppp ph17"
"CYP",2008,28588.78,"ppp ph17"
"CZE",2008,26414.79,"ppp ph17"
"DNK",2008,37491.27,"ppp ph17"
"DJI",2008,2363.2,"ppp ph17"
"DMA",2008,13004.38,"ppp ph17"
"DOM",2008,8058.56,"ppp ph17"
"ECU",2008,8491.4,"ppp ph17"
"EGY",2008,5901.29,"ppp ph17"
"SLV",2008,6991.57,"ppp ph17"
"GNQ",2008,27220.59,"ppp ph17"
"ERI",2008,669.4,"ppp ph17"
"EST",2008,20569.04,"ppp ph17"
"ETH",2008,895.1,"ppp ph17"
"FJI",2008,4493.72,"ppp ph17"
"FIN",2008,35996.93,"ppp ph17"
"KEN",2008,1604.9,"ppp ph17"
