"Country","Year","Value","Destination"
"GNB",1994,1011000,"pop 17"
"GUY",1994,764000,"pop 17"
"HTI",1994,7662000,"pop 17"
"HND",1994,5485000,"pop 17"
"HKG",1994,6119000,"pop 17"
"HUN",1994,10350000,"pop 17"
"ISL",1994,267000,"pop 17"
"IND",1994,914500000,"pop 17"
"IDN",1994,191578000,"pop 17"
"IRN",1994,61891000,"pop 17"
"IRQ",1994,NA,"pop 17"
"IRL",1994,3586000,"pop 17"
"ISR",1994,5164000,"pop 17"
"ITA",1994,56843000,"pop 17"
"JAM",1994,2445000,"pop 17"
"JPN",1994,125142000,"pop 17"
"JOR",1994,4139000,"pop 17"
"KAZ",1994,15800000,"pop 17"
"KEN",1994,26967000,"pop 17"
"KIR",1994,77000,"pop 17"
"KOR",1994,44642000,"pop 17"
"UVK",1994,NA,"pop 17"
"KWT",1994,1500000,"pop 17"
"KGZ",1994,4525000,"pop 17"
"LAO",1994,4678000,"pop 17"
"LVA",1994,2627000,"pop 17"
"LBN",1994,3163000,"pop 17"
"LSO",1994,1679000,"pop 17"
"LBR",1994,NA,"pop 17"
"LBY",1994,4687000,"pop 17"
"LTU",1994,3657000,"pop 17"
"LUX",1994,405000,"pop 17"
"MKD",1994,1952000,"pop 17"
"MDG",1994,13537000,"pop 17"
"MWI",1994,10533000,"pop 17"
"MYS",1994,20142000,"pop 17"
"MDV",1994,240000,"pop 17"
"MLI",1994,9649000,"pop 17"
"MLT",1994,363000,"pop 17"
"MHL",1994,NA,"pop 17"
"MRT",1994,2228000,"pop 17"
"MUS",1994,1112000,"pop 17"
"MEX",1994,89546000,"pop 17"
"FSM",1994,NA,"pop 17"
"MDA",1994,3609000,"pop 17"
"MNG",1994,2202000,"pop 17"
"MNE",1994,599000,"pop 17"
"MAR",1994,25926000,"pop 17"
"MOZ",1994,15420000,"pop 17"
"MMR",1994,NA,"pop 17"
"NAM",1994,1549000,"pop 17"
"NPL",1994,21145000,"pop 17"
"NLD",1994,15383000,"pop 17"
"NZL",1994,3628000,"pop 17"
"NIC",1994,4299000,"pop 17"
"NER",1994,9005000,"pop 17"
"NGA",1994,101068000,"pop 17"
"NOR",1994,4348000,"pop 17"
"OMN",1994,2112000,"pop 17"
"PAK",1994,119990000,"pop 17"
"PAN",1994,2583000,"pop 17"
"PNG",1994,4401000,"pop 17"
"PRY",1994,4675000,"pop 17"
"PER",1994,22989000,"pop 17"
"PHL",1994,67514000,"pop 17"
"POL",1994,38581000,"pop 17"
"PRT",1994,9991000,"pop 17"
"QAT",1994,479000,"pop 17"
"ROU",1994,23041000,"pop 17"
"RUS",1994,148500000,"pop 17"
"RWA",1994,5080000,"pop 17"
"WSM",1994,NA,"pop 17"
"SMR",1994,NA,"pop 17"
"STP",1994,126000,"pop 17"
"SAU",1994,17701000,"pop 17"
"SEN",1994,8167000,"pop 17"
"SRB",1994,7843000,"pop 17"
"SYC",1994,74000,"pop 17"
"SLE",1994,3881000,"pop 17"
"SGP",1994,3525000,"pop 17"
"SVK",1994,5338000,"pop 17"
"SVN",1994,1990000,"pop 17"
"SLB",1994,374000,"pop 17"
"ZAF",1994,40157000,"pop 17"
"SSD",1994,NA,"pop 17"
"ESP",1994,39296000,"pop 17"
"LKA",1994,17098000,"pop 17"
"KNA",1994,41000,"pop 17"
"LCA",1994,143000,"pop 17"
"VCT",1994,106000,"pop 17"
"SDN",1994,28950000,"pop 17"
"SUR",1994,NA,"pop 17"
"SWZ",1994,973000,"pop 17"
"SWE",1994,8816000,"pop 17"
"CHE",1994,6969000,"pop 17"
"SYR",1994,14241000,"pop 17"
"TWN",1994,21178000,"pop 17"
"TJK",1994,5607000,"pop 17"
"TZA",1994,29815000,"pop 17"
"THA",1994,59095000,"pop 17"
"TLS",1994,NA,"pop 17"
"TGO",1994,3822000,"pop 17"
"TON",1994,97000,"pop 17"
"TTO",1994,NA,"pop 17"
"TUN",1994,8786000,"pop 17"
"TUR",1994,56382000,"pop 17"
"TKM",1994,4000000,"pop 17"
"TUV",1994,NA,"pop 17"
"ARE",1994,2230000,"pop 17"
"UGA",1994,20091000,"pop 17"
"UKR",1994,51715000,"pop 17"
"GBR",1994,57862000,"pop 17"
"USA",1994,263325000,"pop 17"
"URY",1994,3179000,"pop 17"
"UZB",1994,22282000,"pop 17"
"VUT",1994,164000,"pop 17"
"VEN",1994,21274000,"pop 17"
"VNM",1994,70825000,"pop 17"
"YEM",1994,14600000,"pop 17"
"ZMB",1994,8902000,"pop 17"
"ZWE",1994,11567000,"pop 17"
"AFG",1995,NA,"pop 17"
"ALB",1995,3037000,"pop 17"
"DZA",1995,28060000,"pop 17"
"AGO",1995,12379000,"pop 17"
"ATG",1995,68000,"pop 17"
"ARG",1995,34285000,"pop 17"
"DOM",1995,7558000,"pop 17"
"ECU",1995,11820000,"pop 17"
"EGY",1995,56900000,"pop 17"
"SLV",1995,5750000,"pop 17"
"GNQ",1995,445000,"pop 17"
"ERI",1995,3227000,"pop 17"
"EST",1995,1448000,"pop 17"
"ETH",1995,57038000,"pop 17"
"FJI",1995,768000,"pop 17"
"GIN",1995,7478000,"pop 17"
"FIN",1995,5117000,"pop 17"
"FRA",1995,57753000,"pop 17"
"GAB",1995,1065000,"pop 17"
"GMB",1995,1090000,"pop 17"
"GEO",1995,4794000,"pop 17"
"DEU",1995,81661000,"pop 17"
"GHA",1995,16230000,"pop 17"
"GRC",1995,10672000,"pop 17"
"GRD",1995,100000,"pop 17"
"GTM",1995,9341000,"pop 17"
"GNB",1995,1032000,"pop 17"
"GUY",1995,773000,"pop 17"
"HTI",1995,7836000,"pop 17"
"HND",1995,5566000,"pop 17"
"HKG",1995,6270000,"pop 17"
"HUN",1995,10337000,"pop 17"
"ISL",1995,268000,"pop 17"
"IND",1995,932500000,"pop 17"
"IDN",1995,194755000,"pop 17"
"IRN",1995,64100000,"pop 17"
"IRQ",1995,NA,"pop 17"
"IRL",1995,3601000,"pop 17"
"ISR",1995,5332000,"pop 17"
"ITA",1995,56846000,"pop 17"
"JAM",1995,2466000,"pop 17"
"JPN",1995,125456000,"pop 17"
"JOR",1995,4264000,"pop 17"
"KAZ",1995,15676000,"pop 17"
"KEN",1995,27596000,"pop 17"
"KIR",1995,78000,"pop 17"
"KOR",1995,45093000,"pop 17"
"UVK",1995,NA,"pop 17"
"KWT",1995,1576000,"pop 17"
"KGZ",1995,4596000,"pop 17"
"LAO",1995,4795000,"pop 17"
"LVA",1995,2501000,"pop 17"
"LBN",1995,3227000,"pop 17"
"LSO",1995,1764000,"pop 17"
"LBR",1995,NA,"pop 17"
"LBY",1995,4775000,"pop 17"
"LTU",1995,3629000,"pop 17"
"LUX",1995,410000,"pop 17"
"MKD",1995,1963000,"pop 17"
"MDG",1995,13947000,"pop 17"
"MWI",1995,10666000,"pop 17"
"MYS",1995,20682000,"pop 17"
"MDV",1995,245000,"pop 17"
"MLI",1995,9939000,"pop 17"
"MLT",1995,365000,"pop 17"
"MHL",1995,NA,"pop 17"
"MRT",1995,2292000,"pop 17"
"MUS",1995,1126000,"pop 17"
"MEX",1995,91145000,"pop 17"
"FSM",1995,106000,"pop 17"
"MDA",1995,4346000,"pop 17"
"MNG",1995,2235000,"pop 17"
"MNE",1995,601000,"pop 17"
"MAR",1995,26386000,"pop 17"
"MOZ",1995,15820000,"pop 17"
"MMR",1995,NA,"pop 17"
"NAM",1995,1594000,"pop 17"
"NPL",1995,21682000,"pop 17"
"NLD",1995,15459000,"pop 17"
"NZL",1995,3683000,"pop 17"
"NIC",1995,4427000,"pop 17"
"NER",1995,9319000,"pop 17"
"NGA",1995,103850000,"pop 17"
"NOR",1995,4370000,"pop 17"
"OMN",1995,2172000,"pop 17"
"PAK",1995,122985000,"pop 17"
"PAN",1995,2631000,"pop 17"
"PNG",1995,4520000,"pop 17"
"PRY",1995,4782000,"pop 17"
"PER",1995,23345000,"pop 17"
"PHL",1995,68410000,"pop 17"
"POL",1995,38581000,"pop 17"
"PRT",1995,10018000,"pop 17"
"QAT",1995,495000,"pop 17"
"ROU",1995,22904000,"pop 17"
"RUS",1995,148300000,"pop 17"
"RWA",1995,4980000,"pop 17"
"WSM",1995,NA,"pop 17"
"SMR",1995,NA,"pop 17"
"STP",1995,129000,"pop 17"
"SAU",1995,18136000,"pop 17"
"SEN",1995,8382000,"pop 17"
"SRB",1995,7837300,"pop 17"
"SYC",1995,75000,"pop 17"
"SLE",1995,3978000,"pop 17"
"SGP",1995,3671000,"pop 17"
"SVK",1995,5368000,"pop 17"
"SVN",1995,1990000,"pop 17"
"SLB",1995,385000,"pop 17"
"ZAF",1995,41010000,"pop 17"
"SSD",1995,NA,"pop 17"
"ESP",1995,39388000,"pop 17"
"LKA",1995,17280000,"pop 17"
"KNA",1995,41000,"pop 17"
"LCA",1995,145000,"pop 17"
"VCT",1995,106000,"pop 17"
"SDN",1995,27950000,"pop 17"
"SUR",1995,NA,"pop 17"
"SWZ",1995,997000,"pop 17"
"SWE",1995,8837000,"pop 17"
"CHE",1995,7019000,"pop 17"
"SYR",1995,14610000,"pop 17"
"TWN",1995,21357000,"pop 17"
"TJK",1995,5668000,"pop 17"
"TZA",1995,30698000,"pop 17"
"THA",1995,59460000,"pop 17"
"TLS",1995,NA,"pop 17"
"TGO",1995,3935000,"pop 17"
"TON",1995,98000,"pop 17"
"TTO",1995,NA,"pop 17"
"TUN",1995,8958000,"pop 17"
"TUR",1995,57453000,"pop 17"
"TKM",1995,4100000,"pop 17"
"TUV",1995,NA,"pop 17"
"ARE",1995,2411000,"pop 17"
"UGA",1995,20744000,"pop 17"
"UKR",1995,51300000,"pop 17"
"GBR",1995,58025000,"pop 17"
"USA",1995,266458000,"pop 17"
"URY",1995,3199000,"pop 17"
"UZB",1995,22690000,"pop 17"
"VUT",1995,169000,"pop 17"
"VEN",1995,21742000,"pop 17"
"VNM",1995,71996000,"pop 17"
"YEM",1995,15219000,"pop 17"
"ZMB",1995,9258000,"pop 17"
"ZWE",1995,11958000,"pop 17"
"AFG",1996,NA,"pop 17"
"ALB",1996,3063000,"pop 17"
"DZA",1996,28566000,"pop 17"
"AGO",1996,12826000,"pop 17"
"ATG",1996,70000,"pop 17"
"ARG",1996,34607000,"pop 17"
"ARM",1996,3589000,"pop 17"
"AUS",1996,18420000,"pop 17"
"AUT",1996,7959000,"pop 17"
"AZE",1996,7662000,"pop 17"
"COL",1996,38100000,"pop 17"
"BHS",1996,284000,"pop 17"
"BHR",1996,600000,"pop 17"
"BGD",1996,119929000,"pop 17"
"BRB",1996,265000,"pop 17"
"BLR",1996,10142000,"pop 17"
"BEL",1996,10143000,"pop 17"
"BLZ",1996,222000,"pop 17"
"BEN",1996,5786000,"pop 17"
"BTN",1996,521000,"pop 17"
"BOL",1996,7599000,"pop 17"
"BIH",1996,NA,"pop 17"
"BWA",1996,1496000,"pop 17"
"BRA",1996,164343000,"pop 17"
"BRN",1996,295000,"pop 17"
"BGR",1996,8225000,"pop 17"
"BFA",1996,11000000,"pop 17"
"BDI",1996,6090000,"pop 17"
"KHM",1996,11819000,"pop 17"
"CMR",1996,13916000,"pop 17"
"CAN",1996,29570000,"pop 17"
"CPV",1996,397000,"pop 17"
"CAF",1996,3443000,"pop 17"
"TCD",1996,6761000,"pop 17"
"CHL",1996,14596000,"pop 17"
"CHN",1996,1223890000,"pop 17"
"COM",1996,500000,"pop 17"
"COD",1996,49761000,"pop 17"
"COG",1996,2590000,"pop 17"
"CRI",1996,NA,"pop 17"
"CIV",1996,15174000,"pop 17"
"HRV",1996,4494000,"pop 17"
"CYP",1996,663000,"pop 17"
"CZE",1996,10321000,"pop 17"
"DNK",1996,5251000,"pop 17"
"DJI",1996,571000,"pop 17"
"DMA",1996,71000,"pop 17"
"DOM",1996,7694000,"pop 17"
"ECU",1996,12025000,"pop 17"
"EGY",1996,58200000,"pop 17"
"SLV",1996,5789000,"pop 17"
"GNQ",1996,460000,"pop 17"
"ERI",1996,3280000,"pop 17"
"EST",1996,1425000,"pop 17"
"ETH",1996,58760000,"pop 17"
"FJI",1996,777000,"pop 17"
"GIN",1996,7696000,"pop 17"
"FIN",1996,5132000,"pop 17"
"FRA",1996,57936000,"pop 17"
"GAB",1996,1092000,"pop 17"
"GMB",1996,1122000,"pop 17"
"GEO",1996,4675000,"pop 17"
"DEU",1996,81896000,"pop 17"
"GHA",1996,16644000,"pop 17"
"GRC",1996,10750000,"pop 17"
"GRD",1996,101000,"pop 17"
"GTM",1996,9592000,"pop 17"
"GNB",1996,1053000,"pop 17"
"GUY",1996,778000,"pop 17"
"HTI",1996,7979000,"pop 17"
"HND",1996,5717000,"pop 17"
"HKG",1996,6467000,"pop 17"
"HUN",1996,10321000,"pop 17"
"ISL",1996,270000,"pop 17"
"IND",1996,950500000,"pop 17"
"IDN",1996,197004000,"pop 17"
"IRN",1996,62509000,"pop 17"
"IRQ",1996,NA,"pop 17"
"IRL",1996,3626000,"pop 17"
"ISR",1996,5487000,"pop 17"
"ITA",1996,56846000,"pop 17"
"JAM",1996,2487000,"pop 17"
"JPN",1996,125751000,"pop 17"
"JOR",1996,4383000,"pop 17"
"KAZ",1996,15481000,"pop 17"
"KEN",1996,28230000,"pop 17"
"KIR",1996,79000,"pop 17"
"KOR",1996,45525000,"pop 17"
"UVK",1996,NA,"pop 17"
"KWT",1996,1700000,"pop 17"
"KGZ",1996,4661000,"pop 17"
"LAO",1996,4908000,"pop 17"
"LVA",1996,2470000,"pop 17"
"LBN",1996,3291000,"pop 17"
"LSO",1996,1750000,"pop 17"
"LBR",1996,NA,"pop 17"
"LBY",1996,4863000,"pop 17"
"LTU",1996,3602000,"pop 17"
"LUX",1996,415000,"pop 17"
"MKD",1996,1977000,"pop 17"
"MDG",1996,14371000,"pop 17"
"MWI",1996,10876000,"pop 17"
"MYS",1996,21223000,"pop 17"
"MDV",1996,250000,"pop 17"
"MLI",1996,10243000,"pop 17"
"MLT",1996,367000,"pop 17"
"MHL",1996,NA,"pop 17"
"MRT",1996,2358000,"pop 17"
"MUS",1996,1139000,"pop 17"
"MEX",1996,92571000,"pop 17"
"FSM",1996,106000,"pop 17"
"MDA",1996,4332000,"pop 17"
"MNG",1996,2267000,"pop 17"
"MNE",1996,603000,"pop 17"
"MAR",1996,26848000,"pop 17"
"MOZ",1996,16230000,"pop 17"
"MMR",1996,NA,"pop 17"
"NAM",1996,1643000,"pop 17"
"NPL",1996,22226000,"pop 17"
"NLD",1996,15530000,"pop 17"
"NZL",1996,3741000,"pop 17"
"NIC",1996,4549000,"pop 17"
"NER",1996,9644000,"pop 17"
"NGA",1996,106709000,"pop 17"
"NOR",1996,4393000,"pop 17"
"OMN",1996,2225000,"pop 17"
"PAK",1996,126000000,"pop 17"
"PAN",1996,2675000,"pop 17"
"PNG",1996,4640000,"pop 17"
"PRY",1996,4888000,"pop 17"
"PER",1996,23706000,"pop 17"
"PHL",1996,70010000,"pop 17"
"POL",1996,38609000,"pop 17"
"PRT",1996,10043000,"pop 17"
"QAT",1996,510000,"pop 17"
"ROU",1996,22777000,"pop 17"
"RUS",1996,148300000,"pop 17"
"RWA",1996,6167000,"pop 17"
"WSM",1996,NA,"pop 17"
"SMR",1996,NA,"pop 17"
"STP",1996,131000,"pop 17"
"SAU",1996,18581000,"pop 17"
"SEN",1996,8600000,"pop 17"
"SRB",1996,7828300,"pop 17"
"SYC",1996,76000,"pop 17"
"SLE",1996,3804000,"pop 17"
"SGP",1996,3796000,"pop 17"
"SVK",1996,5379000,"pop 17"
"SVN",1996,1987000,"pop 17"
"SLB",1996,395000,"pop 17"
"ZAF",1996,41820000,"pop 17"
"SSD",1996,NA,"pop 17"
"ESP",1996,39479000,"pop 17"
"LKA",1996,17490000,"pop 17"
"KNA",1996,41000,"pop 17"
"LCA",1996,147000,"pop 17"
"VCT",1996,106000,"pop 17"
"SDN",1996,28600000,"pop 17"
"SUR",1996,NA,"pop 17"
"SWZ",1996,1023000,"pop 17"
"SWE",1996,8844000,"pop 17"
"CHE",1996,7062000,"pop 17"
"SYR",1996,14973000,"pop 17"
"TWN",1996,21525000,"pop 17"
"TJK",1996,5735000,"pop 17"
"TZA",1996,31570000,"pop 17"
"THA",1996,60116000,"pop 17"
"TLS",1996,NA,"pop 17"
"TGO",1996,4067000,"pop 17"
"TON",1996,98000,"pop 17"
"TTO",1996,NA,"pop 17"
"TUN",1996,9089000,"pop 17"
"TUR",1996,58533000,"pop 17"
"TKM",1996,4200000,"pop 17"
"TUV",1996,NA,"pop 17"
"ARE",1996,2443000,"pop 17"
"UGA",1996,21400000,"pop 17"
"UKR",1996,50874000,"pop 17"
"GBR",1996,58164000,"pop 17"
"USA",1996,269581000,"pop 17"
"URY",1996,3219000,"pop 17"
"UZB",1996,23130000,"pop 17"
"VUT",1996,173000,"pop 17"
"VEN",1996,22209000,"pop 17"
"VNM",1996,73157000,"pop 17"
"YEM",1996,15796000,"pop 17"
"ZMB",1996,9603000,"pop 17"
"ZWE",1996,12353000,"pop 17"
"AFG",1997,NA,"pop 17"
"ALB",1997,3088000,"pop 17"
"DZA",1997,29045000,"pop 17"
"AGO",1997,13198000,"pop 17"
"ATG",1997,72000,"pop 17"
"ARG",1997,34931000,"pop 17"
"BFA",1998,11609000,"pop 17"
"BDI",1998,6300000,"pop 17"
"KHM",1998,12271000,"pop 17"
"CMR",1998,14706000,"pop 17"
"CAN",1998,30124000,"pop 17"
"CPV",1998,417000,"pop 17"
"CAF",1998,3603000,"pop 17"
"TCD",1998,7108000,"pop 17"
"CHL",1998,14997000,"pop 17"
"CHN",1998,1247610000,"pop 17"
"COM",1998,507000,"pop 17"
"COD",1998,51789000,"pop 17"
"COG",1998,2742000,"pop 17"
"CRI",1998,NA,"pop 17"
"CIV",1998,15999000,"pop 17"
"HRV",1998,4501000,"pop 17"
"CYP",1998,682000,"pop 17"
"CZE",1998,10299000,"pop 17"
"DNK",1998,5295000,"pop 17"
"DJI",1998,604000,"pop 17"
"DMA",1998,71000,"pop 17"
"DOM",1998,7973000,"pop 17"
"ECU",1998,12401000,"pop 17"
"EGY",1998,60700000,"pop 17"
"SLV",1998,5869000,"pop 17"
"GNQ",1998,491000,"pop 17"
"ERI",1998,3452000,"pop 17"
"EST",1998,1393000,"pop 17"
"ETH",1998,62149000,"pop 17"
"FJI",1998,796000,"pop 17"
"GIN",1998,8060000,"pop 17"
"FIN",1998,5160000,"pop 17"
"FRA",1998,58299000,"pop 17"
"GAB",1998,1147000,"pop 17"
"GMB",1998,1209000,"pop 17"
"GEO",1998,4505000,"pop 17"
"DEU",1998,82030000,"pop 17"
"GHA",1998,17506000,"pop 17"
"GRC",1998,10863000,"pop 17"
"GRD",1998,101000,"pop 17"
"GTM",1998,10112000,"pop 17"
"GNB",1998,1096000,"pop 17"
"GUY",1998,777000,"pop 17"
"HTI",1998,8272000,"pop 17"
"HND",1998,6031000,"pop 17"
"HKG",1998,6583000,"pop 17"
"HUN",1998,10280000,"pop 17"
"ISL",1998,276000,"pop 17"
"IND",1998,987500000,"pop 17"
"IDN",1998,201581000,"pop 17"
"IRN",1998,61842000,"pop 17"
"IRQ",1998,NA,"pop 17"
"IRL",1998,3703000,"pop 17"
"ISR",1998,5765000,"pop 17"
"ITA",1998,56904000,"pop 17"
"JAM",1998,2527000,"pop 17"
"JPN",1998,126354000,"pop 17"
"JOR",1998,4623000,"pop 17"
"KAZ",1998,14955000,"pop 17"
"KEN",1998,29474000,"pop 17"
"KIR",1998,82000,"pop 17"
"KOR",1998,46287000,"pop 17"
"UVK",1998,NA,"pop 17"
"KWT",1998,2271000,"pop 17"
"KGZ",1998,4806000,"pop 17"
"LAO",1998,5121000,"pop 17"
"LVA",1998,2421000,"pop 17"
"LBN",1998,3424000,"pop 17"
"LSO",1998,1780000,"pop 17"
"LBR",1998,NA,"pop 17"
"LBY",1998,5041000,"pop 17"
"LTU",1998,3549000,"pop 17"
"LUX",1998,425000,"pop 17"
"MKD",1998,1993000,"pop 17"
"MDG",1998,15259000,"pop 17"
"MWI",1998,11458000,"pop 17"
"MYS",1998,22334000,"pop 17"
"MDV",1998,261000,"pop 17"
"MLI",1998,10793000,"pop 17"
"MLT",1998,372000,"pop 17"
"MHL",1998,50000,"pop 17"
"MRT",1998,2495000,"pop 17"
"MUS",1998,1163000,"pop 17"
"MEX",1998,95251000,"pop 17"
"FSM",1998,107000,"pop 17"
"MDA",1998,3656000,"pop 17"
"MNG",1998,2328000,"pop 17"
"MNE",1998,608000,"pop 17"
"MAR",1998,27775000,"pop 17"
"MOZ",1998,16965000,"pop 17"
"MMR",1998,48160000,"pop 17"
"NAM",1998,1750000,"pop 17"
"NPL",1998,23329000,"pop 17"
"NLD",1998,15707000,"pop 17"
"NZL",1998,3819000,"pop 17"
"NIC",1998,4803000,"pop 17"
"NER",1998,10331000,"pop 17"
"NGA",1998,112665000,"pop 17"
"NOR",1998,4441000,"pop 17"
"OMN",1998,2318000,"pop 17"
"PAK",1998,132085000,"pop 17"
"PAN",1998,2765000,"pop 17"
"PNG",1998,4883000,"pop 17"
"PRY",1998,5098000,"pop 17"
"PER",1998,24445000,"pop 17"
"PHL",1998,75160000,"pop 17"
"POL",1998,38660000,"pop 17"
"PRT",1998,10110000,"pop 17"
"QAT",1998,557000,"pop 17"
"ROU",1998,22542000,"pop 17"
"RUS",1998,147500000,"pop 17"
"RWA",1998,6640000,"pop 17"
"WSM",1998,172000,"pop 17"
"SMR",1998,NA,"pop 17"
"STP",1998,136000,"pop 17"
"SAU",1998,19504000,"pop 17"
"SEN",1998,9046000,"pop 17"
"SRB",1998,7568000,"pop 17"
"SYC",1998,79000,"pop 17"
"SLE",1998,4013000,"pop 17"
"SGP",1998,3959000,"pop 17"
"SVK",1998,5358000,"pop 17"
"SVN",1998,1978000,"pop 17"
"SLB",1998,397000,"pop 17"
"ZAF",1998,43294000,"pop 17"
"SSD",1998,NA,"pop 17"
"ESP",1998,39722000,"pop 17"
"LKA",1998,17935000,"pop 17"
"KNA",1998,40000,"pop 17"
"LCA",1998,152000,"pop 17"
"VCT",1998,106000,"pop 17"
"SDN",1998,29800000,"pop 17"
"SUR",1998,454000,"pop 17"
"SWZ",1998,1056000,"pop 17"
"SWE",1998,8854000,"pop 17"
"CHE",1998,7096000,"pop 17"
"SYR",1998,15702000,"pop 17"
"TWN",1998,21929000,"pop 17"
"TJK",1998,5939000,"pop 17"
"TZA",1998,33336000,"pop 17"
"THA",1998,61466000,"pop 17"
"TLS",1998,NA,"pop 17"
"TGO",1998,4371000,"pop 17"
"TON",1998,99000,"pop 17"
"TTO",1998,NA,"pop 17"
"TUN",1998,9333000,"pop 17"
"TUR",1998,62464000,"pop 17"
"TKM",1998,4483000,"pop 17"
"TUV",1998,NA,"pop 17"
"ARE",1998,2834000,"pop 17"
"UGA",1998,22744000,"pop 17"
"UKR",1998,49974000,"pop 17"
"GBR",1998,58475000,"pop 17"
"USA",1998,276022000,"pop 17"
"URY",1998,3274000,"pop 17"
"UZB",1998,24231000,"pop 17"
"VUT",1998,182000,"pop 17"
"VEN",1998,23135000,"pop 17"
"VNM",1998,75456000,"pop 17"
"YEM",1998,16863000,"pop 17"
"ZMB",1998,10264000,"pop 17"
"ZWE",1998,12199000,"pop 17"
"AFG",1999,NA,"pop 17"
"ALB",1999,3100000,"pop 17"
"DZA",1999,29965000,"pop 17"
"AGO",1999,13974000,"pop 17"
"ATG",1999,75000,"pop 17"
"ARM",1997,3509000,"pop 17"
"AUS",1997,18609000,"pop 17"
"AUT",1997,7968000,"pop 17"
"AZE",1997,7736000,"pop 17"
"COL",1997,38600000,"pop 17"
"BHS",1997,288000,"pop 17"
"BHR",1997,620000,"pop 17"
"BGD",1997,122370000,"pop 17"
"BRB",1997,266000,"pop 17"
"BLR",1997,10093000,"pop 17"
"BEL",1997,10170000,"pop 17"
"BLZ",1997,230000,"pop 17"
"BEN",1997,5950000,"pop 17"
"BTN",1997,528000,"pop 17"
"BOL",1997,7816000,"pop 17"
"BIH",1997,NA,"pop 17"
"BWA",1997,1533000,"pop 17"
"BRA",1997,166869000,"pop 17"
"BRN",1997,302000,"pop 17"
"BGR",1997,8162000,"pop 17"
"BFA",1997,11299000,"pop 17"
"BDI",1997,6190000,"pop 17"
"KHM",1997,12070000,"pop 17"
"CMR",1997,14305000,"pop 17"
"CAN",1997,29868000,"pop 17"
"CPV",1997,407000,"pop 17"
"CAF",1997,3529000,"pop 17"
"TCD",1997,6932000,"pop 17"
"CHL",1997,14796000,"pop 17"
"CHN",1997,1236260000,"pop 17"
"COM",1997,513000,"pop 17"
"COD",1997,50812000,"pop 17"
"COG",1997,2665000,"pop 17"
"CRI",1997,NA,"pop 17"
"CIV",1997,15591000,"pop 17"
"HRV",1997,4572000,"pop 17"
"CYP",1997,673000,"pop 17"
"CZE",1997,10309000,"pop 17"
"DNK",1997,5275000,"pop 17"
"DJI",1997,587000,"pop 17"
"DMA",1997,71000,"pop 17"
"DOM",1997,7832000,"pop 17"
"ECU",1997,12216000,"pop 17"
"EGY",1997,59400000,"pop 17"
"SLV",1997,5829000,"pop 17"
"GNQ",1997,475000,"pop 17"
"ERI",1997,3355000,"pop 17"
"EST",1997,1406000,"pop 17"
"ETH",1997,60460000,"pop 17"
"FJI",1997,787000,"pop 17"
"GIN",1997,7888000,"pop 17"
"FIN",1997,5147000,"pop 17"
"FRA",1997,58116000,"pop 17"
"GAB",1997,1119000,"pop 17"
"GMB",1997,1173000,"pop 17"
"GEO",1997,4558000,"pop 17"
"DEU",1997,82052000,"pop 17"
"GHA",1997,17070000,"pop 17"
"GRC",1997,10813000,"pop 17"
"GRD",1997,101000,"pop 17"
"GTM",1997,9849000,"pop 17"
"GNB",1997,1074000,"pop 17"
"GUY",1997,779000,"pop 17"
"HTI",1997,8124000,"pop 17"
"HND",1997,5872000,"pop 17"
"HKG",1997,6517000,"pop 17"
"HUN",1997,10301000,"pop 17"
"ISL",1997,272000,"pop 17"
"IND",1997,968750000,"pop 17"
"IDN",1997,199280000,"pop 17"
"IRN",1997,60929000,"pop 17"
"IRQ",1997,NA,"pop 17"
"IRL",1997,3664000,"pop 17"
"ISR",1997,5631000,"pop 17"
"ITA",1997,56879000,"pop 17"
"JAM",1997,2507000,"pop 17"
"JPN",1997,126045000,"pop 17"
"JOR",1997,4506000,"pop 17"
"KAZ",1997,15188000,"pop 17"
"KEN",1997,28869000,"pop 17"
"KIR",1997,80000,"pop 17"
"KOR",1997,45954000,"pop 17"
"UVK",1997,NA,"pop 17"
"KWT",1997,2209000,"pop 17"
"KGZ",1997,4732000,"pop 17"
"LAO",1997,5017000,"pop 17"
"LVA",1997,2445000,"pop 17"
"LBN",1997,3357000,"pop 17"
"LSO",1997,1788000,"pop 17"
"LBR",1997,NA,"pop 17"
"LBY",1997,4951000,"pop 17"
"LTU",1997,3575000,"pop 17"
"LUX",1997,420000,"pop 17"
"MKD",1997,1983000,"pop 17"
"MDG",1997,14809000,"pop 17"
"MWI",1997,11148000,"pop 17"
"MYS",1997,21769000,"pop 17"
"MDV",1997,255000,"pop 17"
"MLI",1997,10550000,"pop 17"
"MLT",1997,370000,"pop 17"
"MHL",1997,49000,"pop 17"
"MRT",1997,2425000,"pop 17"
"MUS",1997,1151000,"pop 17"
"MEX",1997,93926000,"pop 17"
"FSM",1997,106000,"pop 17"
"MDA",1997,4318000,"pop 17"
"MNG",1997,2297000,"pop 17"
"MNE",1997,606000,"pop 17"
"MAR",1997,27310000,"pop 17"
"MOZ",1997,16630000,"pop 17"
"MMR",1997,NA,"pop 17"
"NAM",1997,1696000,"pop 17"
"NPL",1997,22776000,"pop 17"
"NLD",1997,15611000,"pop 17"
"NZL",1997,3788000,"pop 17"
"NIC",1997,4674000,"pop 17"
"NER",1997,9982000,"pop 17"
